※ 매월 말일자 통계 현황,,,,,,,
,,2022년06월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
4773031000,경상북도 의성군 단촌면,"1,919","1,157",          1.66,952,967,          0.98
4773032000,경상북도 의성군 점곡면,"1,592",984,          1.62,782,810,          0.97
4773033000,경상북도 의성군 옥산면,"1,746","1,004",          1.74,869,877,          0.99
4773034000,경상북도 의성군 사곡면,"1,569",971,          1.62,761,808,          0.94
4773035000,경상북도 의성군 춘산면,"1,481",820,          1.81,757,724,          1.05
4773036000,경상북도 의성군 가음면,"1,460",876,          1.67,737,723,          1.02
4773037000,경상북도 의성군 금성면,"4,211","2,501",          1.68,"2,063","2,148",          0.96
4773038000,경상북도 의성군 봉양면,"3,868","2,310",          1.67,"1,893","1,975",          0.96
4773039000,경상북도 의성군 비안면,"2,565","1,543",          1.66,"1,257","1,308",          0.96
4773040000,경상북도 의성군 구천면,"1,765","1,023",          1.73,876,889,          0.99
4773041000,경상북도 의성군 단밀면,"1,692",986,          1.72,851,841,          1.01
4773042000,경상북도 의성군 단북면,"1,775","1,031",          1.72,856,919,          0.93
4773043000,경상북도 의성군 안계면,"4,499","2,533",          1.78,"2,169","2,330",          0.93
4773044000,경상북도 의성군 다인면,"3,757","2,232",          1.68,"1,839","1,918",          0.96
4773045000,경상북도 의성군 신평면,818,519,          1.58,396,422,          0.94
4773046000,경상북도 의성군 안평면,"2,122","1,276",          1.66,"1,068","1,054",          1.01
4773047000,경상북도 의성군 안사면,831,556,          1.49,402,429,          0.94
4775000000,경상북도 청송군 ,"24,486","14,093",          1.74,"12,267","12,219",          1.00
4775025000,경상북도 청송군 청송읍,"5,083","2,664",          1.91,"2,506","2,577",          0.97
4775031500,경상북도 청송군 주왕산면,"1,807","1,086",          1.66,905,902,          1.00
4775032000,경상북도 청송군 부남면,"2,459","1,443",          1.70,"1,223","1,236",          0.99
4775033000,경상북도 청송군 현동면,"2,077","1,186",          1.75,"1,047","1,030",          1.02
4775034000,경상북도 청송군 현서면,"2,483","1,434",          1.73,"1,239","1,244",          1.00
4775035000,경상북도 청송군 안덕면,"2,555","1,575",          1.62,"1,247","1,308",          0.95
4775036000,경상북도 청송군 파천면,"1,751","1,050",          1.67,886,865,          1.02
4775037000,경상북도 청송군 진보면,"6,271","3,655",          1.72,"3,214","3,057",          1.05
4776000000,경상북도 영양군 ,"16,218","9,112",          1.78,"8,099","8,119",          1.00
4776025000,경상북도 영양군 영양읍,"7,060","3,719",          1.90,"3,497","3,563",          0.98
4776031000,경상북도 영양군 입암면,"2,094","1,236",          1.69,"1,016","1,078",          0.94
4776032000,경상북도 영양군 청기면,"1,693","1,019",          1.66,874,819,          1.07
4776033000,경상북도 영양군 일월면,"1,736",993,          1.75,861,875,          0.98
4776034000,경상북도 영양군 수비면,"1,653",965,          1.71,843,810,          1.04
4776035000,경상북도 영양군 석보면,"1,982","1,180",          1.68,"1,008",974,          1.03
4777000000,경상북도 영덕군 ,"35,034","19,835",          1.77,"16,664","18,370",          0.91
4777025000,경상북도 영덕군 영덕읍,"10,645","5,422",          1.96,"5,129","5,516",          0.93
4777031000,경상북도 영덕군 강구면,"5,978","3,429",          1.74,"2,817","3,161",          0.89
4777032000,경상북도 영덕군 남정면,"2,269","1,443",          1.57,"1,109","1,160",          0.96
4777033000,경상북도 영덕군 달산면,"1,109",713,          1.56,507,602,          0.84
4777034000,경상북도 영덕군 지품면,"1,462",872,          1.68,720,742,          0.97
4777034500,경상북도 영덕군 지품면원전출장소,525,309,          1.70,249,276,          0.90
4777035000,경상북도 영덕군 축산면,899,534,          1.68,428,471,          0.91
4777035500,경상북도 영덕군 축산면축산출장소,"1,624",976,          1.66,759,865,          0.88
4777036000,경상북도 영덕군 영해면,"6,213","3,448",          1.80,"2,877","3,336",          0.86
4777037000,경상북도 영덕군 병곡면,"2,697","1,667",          1.62,"1,276","1,421",          0.90
4777038000,경상북도 영덕군 창수면,"1,613","1,022",          1.58,793,820,          0.97
4782000000,경상북도 청도군 ,"41,654","23,335",          1.79,"20,563","21,091",          0.97
4782025000,경상북도 청도군 화양읍,"7,191","3,489",          2.06,"3,523","3,668",          0.96
4782025100,경상북도 청도군 화양읍남성현출장소,"1,105",650,          1.70,560,545,          1.03
4782025300,경상북도 청도군 청도읍,"10,071","5,192",          1.94,"4,932","5,139",          0.96
4782025400,경상북도 청도군 청도읍유호출장소,"1,573",936,          1.68,758,815,          0.93
4782031000,경상북도 청도군 각남면,"2,186","1,310",          1.67,"1,056","1,130",          0.93
4782032000,경상북도 청도군 풍각면,"3,854","2,278",          1.69,"1,889","1,965",          0.96
4782033000,경상북도 청도군 각북면,"2,258","1,388",          1.63,"1,124","1,134",          0.99
4782034000,경상북도 청도군 이서면,"4,500","2,524",          1.78,"2,208","2,292",          0.96
4782035000,경상북도 청도군 운문면,"1,997","1,284",          1.56,"1,007",990,          1.02
4782036000,경상북도 청도군 금천면,"3,219","1,993",          1.62,"1,651","1,568",          1.05
4782037000,경상북도 청도군 매전면,"3,700","2,291",          1.62,"1,855","1,845",          1.01
4783000000,경상북도 고령군 ,"30,377","16,593",          1.83,"15,596","14,781",          1.06
4783025300,경상북도 고령군 대가야읍,"9,814","5,045",          1.95,"4,936","4,878",          1.01
4783031000,경상북도 고령군 덕곡면,"1,396",858,          1.63,702,694,          1.01
4783032000,경상북도 고령군 운수면,"1,787","1,100",          1.62,897,890,          1.01
4783033000,경상북도 고령군 성산면,"2,499","1,444",          1.73,"1,363","1,136",          1.20
4783034000,경상북도 고령군 다산면,"8,237","4,142",          1.99,"4,270","3,967",          1.08
4783035000,경상북도 고령군 개진면,"1,883","1,217",          1.55,"1,021",862,          1.18
4783036000,경상북도 고령군 우곡면,"1,536",893,          1.72,794,742,          1.07
4783037000,경상북도 고령군 쌍림면,"3,225","1,894",          1.70,"1,613","1,612",          1.00
4784000000,경상북도 성주군 ,"42,861","23,823",          1.80,"22,280","20,581",          1.08
4784025000,경상북도 성주군 성주읍,"13,449","6,669",          2.02,"6,812","6,637",          1.03
4784031000,경상북도 성주군 선남면,"6,146","3,517",          1.75,"3,355","2,791",          1.20
4784032000,경상북도 성주군 용암면,"3,675","2,217",          1.66,"2,020","1,655",          1.22
4784033000,경상북도 성주군 수륜면,"3,215","2,005",          1.60,"1,627","1,588",          1.02
4784034000,경상북도 성주군 가천면,"2,000","1,232",          1.62,"1,010",990,          1.02
4784035000,경상북도 성주군 금수면,"1,204",785,          1.53,636,568,          1.12
4784036000,경상북도 성주군 대가면,"2,413","1,374",          1.76,"1,217","1,196",          1.02
4784037000,경상북도 성주군 벽진면,"3,044","1,718",          1.77,"1,584","1,460",          1.08
4784038000,경상북도 성주군 초전면,"4,423","2,435",          1.82,"2,253","2,170",          1.04
4784039000,경상북도 성주군 월항면,"3,292","1,871",          1.76,"1,766","1,526",          1.16
4785000000,경상북도 칠곡군 ,"113,184","54,373",          2.08,"59,060","54,124",          1.09
4785025000,경상북도 칠곡군 왜관읍,"32,478","15,104",          2.15,"16,287","16,191",          1.01
4785025300,경상북도 칠곡군 북삼읍,"24,306","10,722",          2.27,"12,647","11,659",          1.08
4785025600,경상북도 칠곡군 석적읍,"31,167","14,697",          2.12,"16,912","14,255",          1.19
4785031000,경상북도 칠곡군 지천면,"4,058","2,415",          1.68,"2,188","1,870",          1.17
4785032000,경상북도 칠곡군 동명면,"5,288","2,995",          1.77,"2,688","2,600",          1.03
4785033000,경상북도 칠곡군 가산면,"3,365","1,976",          1.70,"1,836","1,529",          1.20
4785036000,경상북도 칠곡군 약목면,"9,422","4,827",          1.95,"4,877","4,545",          1.07
4785037000,경상북도 칠곡군 기산면,"3,100","1,637",          1.89,"1,625","1,475",          1.10
4790000000,경상북도 예천군 ,"55,572","27,860",          1.99,"27,316","28,256",          0.97
4790025000,경상북도 예천군 예천읍,"14,506","7,391",          1.96,"7,155","7,351",          0.97
4790031000,경상북도 예천군 용문면,"2,261","1,355",          1.67,"1,140","1,121",          1.02
4790034000,경상북도 예천군 감천면,"2,597","1,500",          1.73,"1,295","1,302",          0.99
4790035000,경상북도 예천군 보문면,"1,655",964,          1.72,813,842,          0.97
4790036000,경상북도 예천군 호명면,"19,926","7,960",          2.50,"9,745","10,181",          0.96
4790037000,경상북도 예천군 유천면,"2,551","1,461",          1.75,"1,270","1,281",          0.99
4790038000,경상북도 예천군 용궁면,"2,360","1,388",          1.70,"1,144","1,216",          0.94
4790039000,경상북도 예천군 개포면,"1,505",932,          1.61,731,774,          0.94
4790040000,경상북도 예천군 지보면,"2,658","1,613",          1.65,"1,311","1,347",          0.97
4790041000,경상북도 예천군 풍양면,"3,018","1,837",          1.64,"1,442","1,576",          0.91
4790042000,경상북도 예천군 효자면,"1,181",703,          1.68,593,588,          1.01
4790043000,경상북도 예천군 은풍면,"1,354",756,          1.79,677,677,          1.00
4792000000,경상북도 봉화군 ,"30,478","16,911",          1.80,"15,429","15,049",          1.03
4792025000,경상북도 봉화군 봉화읍,"9,563","4,811",          1.99,"4,704","4,859",          0.97
4792031000,경상북도 봉화군 물야면,"3,054","1,750",          1.75,"1,548","1,506",          1.03
4792032000,경상북도 봉화군 봉성면,"2,045","1,135",          1.80,989,"1,056",          0.94
4792033000,경상북도 봉화군 법전면,"1,978","1,154",          1.71,"1,011",967,          1.05
4792034000,경상북도 봉화군 춘양면,"4,379","2,515",          1.74,"2,206","2,173",          1.02
4792035000,경상북도 봉화군 소천면,"2,160","1,346",          1.60,"1,099","1,061",          1.04
4792036000,경상북도 봉화군 재산면,"1,455",860,          1.69,738,717,          1.03
4792037000,경상북도 봉화군 명호면,"2,226","1,275",          1.75,"1,180","1,046",          1.13
4792038000,경상북도 봉화군 상운면,"1,690","1,012",          1.67,862,828,          1.04
4792039000,경상북도 봉화군 석포면,"1,928","1,053",          1.83,"1,092",836,          1.31
4793000000,경상북도 울진군 ,"47,349","25,462",          1.86,"23,805","23,544",          1.01
4793025000,경상북도 울진군 울진읍,"13,687","6,245",          2.19,"6,924","6,763",          1.02
4793025300,경상북도 울진군 평해읍,"2,670","1,648",          1.62,"1,276","1,394",          0.92
4793031000,경상북도 울진군 북면,"6,732","3,426",          1.96,"3,569","3,163",          1.13
4793031500,경상북도 울진군 북면하당출장소,684,404,          1.69,353,331,          1.07
4793033000,경상북도 울진군 근남면,"2,740","1,571",          1.74,"1,390","1,350",          1.03
4793035000,경상북도 울진군 기성면,"2,419","1,584",          1.53,"1,163","1,256",          0.93
4793036000,경상북도 울진군 온정면,"1,648",991,          1.66,798,850,          0.94
4793037000,경상북도 울진군 죽변면,"6,198","3,579",          1.73,"3,188","3,010",          1.06
4793038000,경상북도 울진군 후포면,"7,316","3,987",          1.83,"3,574","3,742",          0.96
4793039000,경상북도 울진군 금강송면,"1,257",781,          1.61,619,638,          0.97
4793040000,경상북도 울진군 매화면,"1,998","1,246",          1.60,951,"1,047",          0.91
4794000000,경상북도 울릉군 ,"9,082","5,459",          1.66,"4,993","4,089",          1.22
4794025000,경상북도 울릉군 울릉읍,"6,418","3,833",          1.67,"3,530","2,888",          1.22
4794031000,경상북도 울릉군 서면,912,489,          1.87,487,425,          1.15
4794031500,경상북도 울릉군 서면태하출장소,449,290,          1.55,253,196,          1.29
4794032000,경상북도 울릉군 북면,"1,303",847,          1.54,723,580,          1.25
4800000000,경상남도  ,"3,295,615","1,515,190",          2.18,"1,659,245","1,636,370",          1.01
4812000000,경상남도 창원시 ,"1,026,749","456,089",          2.25,"520,087","506,662",          1.03
4812100000,경상남도 창원시 의창구 ,"216,485","96,455",          2.24,"110,277","106,208",          1.04
4812125000,경상남도 창원시 의창구 동읍,"19,584","9,147",          2.14,"10,029","9,555",          1.05
4812131000,경상남도 창원시 의창구 북면,"42,997","16,585",          2.59,"21,662","21,335",          1.02
4812132000,경상남도 창원시 의창구 대산면,"7,078","3,702",          1.91,"3,582","3,496",          1.02
4812151000,경상남도 창원시 의창구 의창동,"50,049","21,275",          2.35,"25,350","24,699",          1.03
4812152000,경상남도 창원시 의창구 팔룡동,"25,708","11,112",          2.31,"13,117","12,591",          1.04
4812153000,경상남도 창원시 의창구 명곡동,"40,976","18,361",          2.23,"20,841","20,135",          1.04
4812154000,경상남도 창원시 의창구 봉림동,"30,093","16,273",          1.85,"15,696","14,397",          1.09
4812300000,경상남도 창원시 성산구 ,"250,029","106,392",          2.35,"127,499","122,530",          1.04
4812351000,경상남도 창원시 성산구 반송동,"40,448","15,499",          2.61,"20,338","20,110",          1.01
4812351500,경상남도 창원시 성산구 용지동,"28,688","13,151",          2.18,"14,394","14,294",          1.01
4812352000,경상남도 창원시 성산구 중앙동,"34,518","18,271",          1.89,"18,658","15,860",          1.18
4812353000,경상남도 창원시 성산구 상남동,"27,218","10,725",          2.54,"13,658","13,560",          1.01
4812354000,경상남도 창원시 성산구 사파동,"46,023","19,496",          2.36,"22,880","23,143",          0.99
4812355000,경상남도 창원시 성산구 가음정동,"39,682","16,025",          2.48,"20,106","19,576",          1.03
4812356000,경상남도 창원시 성산구 성주동,"25,837","9,750",          2.65,"13,448","12,389",          1.09
4812357000,경상남도 창원시 성산구 웅남동,"7,615","3,475",          2.19,"4,017","3,598",          1.12
4812500000,경상남도 창원시 마산합포구 ,"180,790","84,914",          2.13,"89,888","90,902",          0.99
4812531000,경상남도 창원시 마산합포구 구산면,"4,172","2,348",          1.78,"2,164","2,008",          1.08
4812532000,경상남도 창원시 마산합포구 진동면,"12,012","5,535",          2.17,"6,171","5,841",          1.06
4812533000,경상남도 창원시 마산합포구 진북면,"3,350","1,764",          1.90,"1,802","1,548",          1.16
4812534000,경상남도 창원시 마산합포구 진전면,"3,823","2,194",          1.74,"1,882","1,941",          0.97
4812551000,경상남도 창원시 마산합포구 현동,"13,985","5,681",          2.46,"6,943","7,042",          0.99
4812552000,경상남도 창원시 마산합포구 가포동,"1,840","1,101",          1.67,933,907,          1.03
4812553000,경상남도 창원시 마산합포구 월영동,"42,424","17,067",          2.49,"21,063","21,361",          0.99
4812554000,경상남도 창원시 마산합포구 문화동,"11,064","5,972",          1.85,"5,504","5,560",          0.99
4812556500,경상남도 창원시 마산합포구 반월중앙동,"14,222","6,434",          2.21,"6,889","7,333",          0.94
4812557000,경상남도 창원시 마산합포구 완월동,"8,958","4,095",          2.19,"4,344","4,614",          0.94
4812558000,경상남도 창원시 마산합포구 자산동,"10,112","4,790",          2.11,"4,962","5,150",          0.96
4812561000,경상남도 창원시 마산합포구 교방동,"16,172","7,313",          2.21,"8,016","8,156",          0.98
4812563000,경상남도 창원시 마산합포구 오동동,"19,289","10,642",          1.81,"9,552","9,737",          0.98
4812564000,경상남도 창원시 마산합포구 합포동,"7,214","3,791",          1.90,"3,633","3,581",          1.01
4812565000,경상남도 창원시 마산합포구 산호동,"12,153","6,187",          1.96,"6,030","6,123",          0.98
4812700000,경상남도 창원시 마산회원구 ,"185,044","82,732",          2.24,"92,555","92,489",          1.00
4812725000,경상남도 창원시 마산회원구 내서읍,"62,805","25,197",          2.49,"31,522","31,283",          1.01
4812751000,경상남도 창원시 마산회원구 회원1동,"10,118","5,195",          1.95,"4,990","5,128",          0.97
4812752000,경상남도 창원시 마산회원구 회원2동,"10,037","4,608",          2.18,"4,960","5,077",          0.98
4812754500,경상남도 창원시 마산회원구 석전동,"16,696","7,888",          2.12,"8,304","8,392",          0.99
4812755000,경상남도 창원시 마산회원구 회성동,"5,905","3,071",          1.92,"2,991","2,914",          1.03
4812756000,경상남도 창원시 마산회원구 양덕1동,"10,874","5,494",          1.98,"5,452","5,422",          1.01
4812757000,경상남도 창원시 마산회원구 양덕2동,"30,818","11,876",          2.59,"15,136","15,682",          0.97
4812758000,경상남도 창원시 마산회원구 합성1동,"9,155","4,561",          2.01,"4,652","4,503",          1.03
4812759000,경상남도 창원시 마산회원구 합성2동,"7,445","4,214",          1.77,"3,727","3,718",          1.00
4812760000,경상남도 창원시 마산회원구 구암1동,"8,760","4,359",          2.01,"4,392","4,368",          1.01
4812761000,경상남도 창원시 마산회원구 구암2동,"9,252","4,419",          2.09,"4,643","4,609",          1.01
4812762000,경상남도 창원시 마산회원구 봉암동,"3,179","1,850",          1.72,"1,786","1,393",          1.28
4812900000,경상남도 창원시 진해구 ,"194,401","85,596",          2.27,"99,868","94,533",          1.06
4812953000,경상남도 창원시 진해구 충무동,"16,653","7,825",          2.13,"8,643","8,010",          1.08
4812954000,경상남도 창원시 진해구 여좌동,"8,443","4,397",          1.92,"4,184","4,259",          0.98
4812955000,경상남도 창원시 진해구 태백동,"3,808","2,019",          1.89,"1,910","1,898",          1.01
4812956000,경상남도 창원시 진해구 경화동,"11,008","4,637",          2.37,"5,572","5,436",          1.03
4812957000,경상남도 창원시 진해구 병암동,"7,377","3,420",          2.16,"3,633","3,744",          0.97
4812958000,경상남도 창원시 진해구 석동,"17,423","7,242",          2.41,"8,972","8,451",          1.06
4812959000,경상남도 창원시 진해구 이동,"8,540","4,762",          1.79,"4,541","3,999",          1.14
4812960000,경상남도 창원시 진해구 자은동,"21,033","8,853",          2.38,"10,492","10,541",          1.00
4812961000,경상남도 창원시 진해구 덕산동,"10,024","4,195",          2.39,"4,948","5,076",          0.97
4812962000,경상남도 창원시 진해구 풍호동,"25,445","9,180",          2.77,"12,713","12,732",          1.00
4812963000,경상남도 창원시 진해구 웅천동,"12,992","5,416",          2.40,"6,594","6,398",          1.03
4812964000,경상남도 창원시 진해구 웅동1동,"7,636","3,465",          2.20,"3,914","3,722",          1.05
4812965000,경상남도 창원시 진해구 웅동2동,"44,019","20,185",          2.18,"23,752","20,267",          1.17
4817000000,경상남도 진주시 ,"345,303","158,594",          2.18,"170,623","174,680",          0.98
4817025000,경상남도 진주시 문산읍,"8,023","3,679",          2.18,"4,055","3,968",          1.02
4817031000,경상남도 진주시 내동면,"4,006","1,646",          2.43,"2,005","2,001",          1.00
4817032000,경상남도 진주시 정촌면,"8,714","4,049",          2.15,"4,443","4,271",          1.04
4817033000,경상남도 진주시 금곡면,"2,188","1,246",          1.76,"1,054","1,134",          0.93
4817035000,경상남도 진주시 진성면,"1,880","1,093",          1.72,930,950,          0.98
4817036000,경상남도 진주시 일반성면,"2,536","1,381",          1.84,"1,245","1,291",          0.96
4817037000,경상남도 진주시 이반성면,"1,576","1,017",          1.55,786,790,          0.99
4817038000,경상남도 진주시 사봉면,"1,490",900,          1.66,726,764,          0.95
4817039000,경상남도 진주시 지수면,"1,421",836,          1.70,720,701,          1.03
4817040000,경상남도 진주시 대곡면,"3,160","1,804",          1.75,"1,578","1,582",          1.00
4817041000,경상남도 진주시 금산면,"20,593","7,925",          2.60,"10,278","10,315",          1.00
4817042000,경상남도 진주시 집현면,"4,567","2,151",          2.12,"2,281","2,286",          1.00
4817043000,경상남도 진주시 미천면,"1,564",939,          1.67,781,783,          1.00
4817044000,경상남도 진주시 명석면,"3,964","2,158",          1.84,"1,935","2,029",          0.95
4817045000,경상남도 진주시 대평면,"1,023",569,          1.80,491,532,          0.92
4817046000,경상남도 진주시 수곡면,"2,204","1,258",          1.75,"1,073","1,131",          0.95
4817051500,경상남도 진주시 천전동,"27,641","13,484",          2.05,"13,580","14,061",          0.97
4817055500,경상남도 진주시 성북동,"10,168","5,956",          1.71,"5,035","5,133",          0.98
4817056500,경상남도 진주시 중앙동,"10,811","6,222",          1.74,"5,227","5,584",          0.94
4817059500,경상남도 진주시 상봉동,"13,609","7,274",          1.87,"6,725","6,884",          0.98
4817067300,경상남도 진주시 상대동,"19,126","9,923",          1.93,"9,453","9,673",          0.98
4817067800,경상남도 진주시 하대동,"24,022","11,198",          2.15,"11,985","12,037",          1.00
4817068000,경상남도 진주시 상평동,"11,362","5,516",          2.06,"5,784","5,578",          1.04
4817069500,경상남도 진주시 초장동,"26,525","9,456",          2.81,"13,414","13,111",          1.02
4817071000,경상남도 진주시 평거동,"27,031","11,387",          2.37,"12,901","14,130",          0.91
4817071500,경상남도 진주시 신안동,"11,484","5,350",          2.15,"5,444","6,040",          0.90
4817072000,경상남도 진주시 이현동,"11,643","5,238",          2.22,"5,736","5,907",          0.97
4817073000,경상남도 진주시 판문동,"20,772","7,972",          2.61,"9,879","10,893",          0.91
4817074000,경상남도 진주시 가호동,"29,109","14,609",          1.99,"14,768","14,341",          1.03
4817075000,경상남도 진주시 충무공동,"33,091","12,358",          2.68,"16,311","16,780",          0.97
4822000000,경상남도 통영시 ,"124,115","59,783",          2.08,"62,275","61,840",          1.01
4822025000,경상남도 통영시 산양읍,"4,499","2,576",          1.75,"2,365","2,134",          1.11
4822031000,경상남도 통영시 용남면,"12,213","5,146",          2.37,"6,109","6,104",          1.00
4822033000,경상남도 통영시 도산면,"2,800","1,585",          1.77,"1,437","1,363",          1.05
4822034000,경상남도 통영시 광도면,"30,903","13,185",          2.34,"15,652","15,251",          1.03
4822035000,경상남도 통영시 욕지면,"1,946","1,256",          1.55,"1,100",846,          1.30
4822036000,경상남도 통영시 한산면,"1,918","1,253",          1.53,990,928,          1.07
4822037000,경상남도 통영시 사량면,"1,426",947,          1.51,710,716,          0.99
4822051000,경상남도 통영시 도천동,"8,608","4,433",          1.94,"4,272","4,336",          0.99
4822053000,경상남도 통영시 명정동,"2,770","1,583",          1.75,"1,354","1,416",          0.96
4822055000,경상남도 통영시 중앙동,"3,776","2,150",          1.76,"1,884","1,892",          1.00
4822059000,경상남도 통영시 정량동,"8,561","4,412",          1.94,"4,341","4,220",          1.03
4822060000,경상남도 통영시 북신동,"10,293","4,734",          2.17,"4,920","5,373",          0.92
4822066500,경상남도 통영시 미수동,"10,860","4,844",          2.24,"5,293","5,567",          0.95
4822067000,경상남도 통영시 봉평동,"9,967","5,385",          1.85,"5,104","4,863",          1.05
4822070000,경상남도 통영시 무전동,"13,575","6,294",          2.16,"6,744","6,831",          0.99
4824000000,경상남도 사천시 ,"109,520","54,265",          2.02,"55,235","54,285",          1.02
4824025000,경상남도 사천시 사천읍,"17,745","8,848",          2.01,"9,346","8,399",          1.11
4824031000,경상남도 사천시 정동면,"13,821","6,040",          2.29,"6,935","6,886",          1.01
4824032000,경상남도 사천시 사남면,"15,296","6,610",          2.31,"7,921","7,375",          1.07
4824033000,경상남도 사천시 용현면,"7,318","3,722",          1.97,"3,655","3,663",          1.00
4824034000,경상남도 사천시 축동면,"1,533",896,          1.71,789,744,          1.06
4824035000,경상남도 사천시 곤양면,"3,306","1,949",          1.70,"1,706","1,600",          1.07
4824036000,경상남도 사천시 곤명면,"2,769","1,693",          1.64,"1,383","1,386",          1.00
4824037000,경상남도 사천시 서포면,"3,415","1,959",          1.74,"1,662","1,753",          0.95
4824051000,경상남도 사천시 동서동,"5,758","3,223",          1.79,"2,810","2,948",          0.95
4824052000,경상남도 사천시 선구동,"4,857","2,652",          1.83,"2,381","2,476",          0.96
4824053000,경상남도 사천시 동서금동,"6,264","3,161",          1.98,"3,060","3,204",          0.96
4824055000,경상남도 사천시 벌용동,"15,342","7,434",          2.06,"7,445","7,897",          0.94
4824057000,경상남도 사천시 향촌동,"6,777","3,387",          2.00,"3,538","3,239",          1.09
4824059500,경상남도 사천시 남양동,"5,078","2,547",          1.99,"2,484","2,594",          0.96
4824089000,경상남도 사천시 신수출장소,241,144,          1.67,120,121,          0.99
4824500000,경상남도 사천남양출장소 ,0,0,          0.00,0,0,          0.00
4825000000,경상남도 김해시 ,"536,175","227,834",          2.35,"271,226","264,949",          1.02
4825025000,경상남도 김해시 진영읍,"55,313","24,105",          2.29,"28,400","26,913",          1.06
4825032000,경상남도 김해시 주촌면,"18,672","7,388",          2.53,"9,596","9,076",          1.06
4825033000,경상남도 김해시 진례면,"6,259","3,498",          1.79,"3,437","2,822",          1.22
4825034000,경상남도 김해시 한림면,"7,112","4,067",          1.75,"3,874","3,238",          1.20
4825035000,경상남도 김해시 생림면,"3,750","2,214",          1.69,"2,012","1,738",          1.16
4825036000,경상남도 김해시 상동면,"3,122","1,693",          1.84,"1,736","1,386",          1.25
4825037000,경상남도 김해시 대동면,"5,528","2,952",          1.87,"2,864","2,664",          1.08
4825051000,경상남도 김해시 동상동,"9,476","4,742",          2.00,"4,843","4,633",          1.05
4825052000,경상남도 김해시 회현동,"8,821","4,285",          2.06,"4,411","4,410",          1.00
4825053000,경상남도 김해시 부원동,"9,629","4,865",          1.98,"4,926","4,703",          1.05
4825054000,경상남도 김해시 내외동,"73,126","32,222",          2.27,"36,476","36,650",          1.00
4825055000,경상남도 김해시 북부동,"82,141","32,335",          2.54,"41,097","41,044",          1.00
4825056500,경상남도 김해시 칠산서부동,"9,361","4,458",          2.10,"4,967","4,394",          1.13
4825058000,경상남도 김해시 활천동,"39,090","17,425",          2.24,"19,930","19,160",          1.04
4825059000,경상남도 김해시 삼안동,"32,034","15,270",          2.10,"16,426","15,608",          1.05
4825060000,경상남도 김해시 불암동,"7,288","3,069",          2.37,"3,716","3,572",          1.04
4825061000,경상남도 김해시 장유1동,"56,135","21,861",          2.57,"27,973","28,162",          0.99
4825062000,경상남도 김해시 장유2동,"36,010","14,495",          2.48,"18,176","17,834",          1.02
4825063000,경상남도 김해시 장유3동,"73,308","26,890",          2.73,"36,366","36,942",          0.98
4825200000,경상남도 장유출장소 ,0,0,          0.00,0,0,          0.00
4827000000,경상남도 밀양시 ,"103,183","53,323",          1.94,"50,706","52,477",          0.97
4827025000,경상남도 밀양시 삼랑진읍,"5,196","2,842",          1.83,"2,592","2,604",          1.00
4827025100,경상남도 밀양시 삼랑진임천출장소,"1,249",732,          1.71,617,632,          0.98
4827025300,경상남도 밀양시 하남읍,"6,967","3,823",          1.82,"3,477","3,490",          1.00
4827031000,경상남도 밀양시 부북면,"5,097","2,875",          1.77,"2,647","2,450",          1.08
4827032000,경상남도 밀양시 상동면,"3,062","1,888",          1.62,"1,465","1,597",          0.92
4827033000,경상남도 밀양시 산외면,"2,800","1,619",          1.73,"1,428","1,372",          1.04
4827034000,경상남도 밀양시 산내면,"3,769","2,167",          1.74,"1,921","1,848",          1.04
4827035000,경상남도 밀양시 단장면,"4,262","2,557",          1.67,"2,109","2,153",          0.98
4827036000,경상남도 밀양시 상남면,"8,131","4,115",          1.98,"4,045","4,086",          0.99
4827037000,경상남도 밀양시 초동면,"3,348","1,982",          1.69,"1,660","1,688",          0.98
4827038000,경상남도 밀양시 무안면,"4,887","2,811",          1.74,"2,406","2,481",          0.97
4827039000,경상남도 밀양시 청도면,"1,760","1,105",          1.59,859,901,          0.95
4827051000,경상남도 밀양시 내일동,"2,602","1,449",          1.80,"1,269","1,333",          0.95
4827052000,경상남도 밀양시 내이동,"16,488","8,102",          2.04,"8,189","8,299",          0.99
4827053000,경상남도 밀양시 삼문동,"19,979","8,321",          2.40,"9,578","10,401",          0.92
4827054000,경상남도 밀양시 가곡동,"7,755","4,154",          1.87,"3,616","4,139",          0.87
4827055000,경상남도 밀양시 교동,"5,831","2,781",          2.10,"2,828","3,003",          0.94
4831000000,경상남도 거제시 ,"238,423","103,540",          2.30,"124,748","113,675",          1.10
4831031000,경상남도 거제시 일운면,"8,198","4,056",          2.02,"4,187","4,011",          1.04
4831032000,경상남도 거제시 동부면,"3,061","1,661",          1.84,"1,606","1,455",          1.10
4831033000,경상남도 거제시 남부면,"1,559",920,          1.69,794,765,          1.04
4831034000,경상남도 거제시 거제면,"7,240","3,444",          2.10,"3,584","3,656",          0.98
4831035000,경상남도 거제시 둔덕면,"2,811","1,509",          1.86,"1,451","1,360",          1.07
4831036000,경상남도 거제시 사등면,"11,658","5,136",          2.27,"6,048","5,610",          1.08
4831036600,경상남도 거제시 사등면가조출장소,"1,087",597,          1.82,556,531,          1.05
4831037000,경상남도 거제시 연초면,"7,929","4,120",          1.92,"4,401","3,528",          1.25
