※ 매월 말일자 통계 현황,,,,,,,
,,2022년06월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2629064500,부산광역시 남구 우암동,"12,620","5,726",          2.20,"6,224","6,396",          0.97
2629068000,부산광역시 남구 문현제1동,"13,274","5,823",          2.28,"6,479","6,795",          0.95
2629069000,부산광역시 남구 문현제2동,"8,454","5,093",          1.66,"4,173","4,281",          0.97
2629070000,부산광역시 남구 문현제3동,"16,514","7,033",          2.35,"8,044","8,470",          0.95
2629071000,부산광역시 남구 문현제4동,"8,020","3,901",          2.06,"3,883","4,137",          0.94
2632000000,부산광역시 북구 ,"280,511","123,579",          2.27,"138,319","142,192",          0.97
2632051000,부산광역시 북구 구포제1동,"16,130","8,247",          1.96,"8,095","8,035",          1.01
2632052000,부산광역시 북구 구포제2동,"24,938","11,772",          2.12,"12,711","12,227",          1.04
2632052100,부산광역시 북구 구포제3동,"19,353","9,254",          2.09,"9,993","9,360",          1.07
2632053000,부산광역시 북구 금곡동,"37,482","18,085",          2.07,"18,122","19,360",          0.94
2632054100,부산광역시 북구 화명제1동,"40,988","14,420",          2.84,"20,056","20,932",          0.96
2632054200,부산광역시 북구 화명제2동,"17,039","7,067",          2.41,"8,297","8,742",          0.95
2632054300,부산광역시 북구 화명제3동,"29,326","10,782",          2.72,"14,314","15,012",          0.95
2632055000,부산광역시 북구 덕천제1동,"10,916","6,057",          1.80,"5,364","5,552",          0.97
2632056000,부산광역시 북구 덕천제2동,"11,843","6,653",          1.78,"5,896","5,947",          0.99
2632056100,부산광역시 북구 덕천제3동,"10,591","5,614",          1.89,"5,168","5,423",          0.95
2632057100,부산광역시 북구 만덕제1동,"16,667","7,201",          2.31,"8,170","8,497",          0.96
2632057200,부산광역시 북구 만덕제2동,"26,850","10,994",          2.44,"13,174","13,676",          0.96
2632057300,부산광역시 북구 만덕제3동,"18,388","7,433",          2.47,"8,959","9,429",          0.95
2635000000,부산광역시 해운대구 ,"391,311","171,960",          2.28,"187,906","203,405",          0.92
2635051000,부산광역시 해운대구 우제1동,"22,017","10,821",          2.03,"10,446","11,571",          0.90
2635052000,부산광역시 해운대구 우제2동,"30,579","11,975",          2.55,"14,531","16,048",          0.91
2635052500,부산광역시 해운대구 우제3동,"28,532","10,950",          2.61,"13,503","15,029",          0.90
2635053000,부산광역시 해운대구 중제1동,"27,840","12,391",          2.25,"13,361","14,479",          0.92
2635054000,부산광역시 해운대구 중제2동,"15,790","7,485",          2.11,"7,529","8,261",          0.91
2635055100,부산광역시 해운대구 좌제1동,"17,871","7,802",          2.29,"8,293","9,578",          0.87
2635055200,부산광역시 해운대구 좌제2동,"31,635","14,186",          2.23,"14,614","17,021",          0.86
2635055300,부산광역시 해운대구 좌제3동,"15,891","6,418",          2.48,"7,474","8,417",          0.89
2635055400,부산광역시 해운대구 좌제4동,"22,883","8,620",          2.65,"10,849","12,034",          0.90
2635056000,부산광역시 해운대구 송정동,"9,767","5,063",          1.93,"4,702","5,065",          0.93
2635057000,부산광역시 해운대구 반여제1동,"33,922","12,998",          2.61,"16,697","17,225",          0.97
2635058000,부산광역시 해운대구 반여제2동,"12,431","6,798",          1.83,"6,023","6,408",          0.94
2635059000,부산광역시 해운대구 반여제3동,"8,322","4,580",          1.82,"4,079","4,243",          0.96
2635059500,부산광역시 해운대구 반여제4동,"15,806","6,016",          2.63,"7,792","8,014",          0.97
2635061000,부산광역시 해운대구 반송제1동,"13,510","7,852",          1.72,"6,754","6,756",          1.00
2635062000,부산광역시 해운대구 반송제2동,"22,803","11,937",          1.91,"11,079","11,724",          0.94
2635065000,부산광역시 해운대구 재송제1동,"37,514","14,685",          2.55,"18,405","19,109",          0.96
2635066000,부산광역시 해운대구 재송제2동,"24,198","11,383",          2.13,"11,775","12,423",          0.95
2638000000,부산광역시 사하구 ,"305,008","141,003",          2.16,"151,650","153,358",          0.99
2638051000,부산광역시 사하구 괴정제1동,"19,139","8,673",          2.21,"9,154","9,985",          0.92
2638052000,부산광역시 사하구 괴정제2동,"15,519","6,993",          2.22,"7,556","7,963",          0.95
2638053000,부산광역시 사하구 괴정제3동,"12,199","6,392",          1.91,"5,836","6,363",          0.92
2638054000,부산광역시 사하구 괴정제4동,"12,007","5,501",          2.18,"5,838","6,169",          0.95
2638055000,부산광역시 사하구 당리동,"25,990","11,367",          2.29,"12,714","13,276",          0.96
2638056100,부산광역시 사하구 하단제1동,"21,303","10,492",          2.03,"10,639","10,664",          1.00
2638056200,부산광역시 사하구 하단제2동,"25,289","13,102",          1.93,"12,664","12,625",          1.00
2638057100,부산광역시 사하구 신평제1동,"16,574","8,208",          2.02,"8,552","8,022",          1.07
2638057200,부산광역시 사하구 신평제2동,"17,677","7,607",          2.32,"8,855","8,822",          1.00
2638058000,부산광역시 사하구 장림제1동,"10,553","4,935",          2.14,"5,464","5,089",          1.07
2638059000,부산광역시 사하구 장림제2동,"27,035","11,902",          2.27,"13,716","13,319",          1.03
2638060100,부산광역시 사하구 다대제1동,"38,154","16,970",          2.25,"19,063","19,091",          1.00
2638060200,부산광역시 사하구 다대제2동,"26,775","12,135",          2.21,"13,162","13,613",          0.97
2638061000,부산광역시 사하구 구평동,"12,902","5,207",          2.48,"6,574","6,328",          1.04
2638062000,부산광역시 사하구 감천제1동,"18,127","8,215",          2.21,"8,917","9,210",          0.97
2638063000,부산광역시 사하구 감천제2동,"5,765","3,304",          1.74,"2,946","2,819",          1.05
2641000000,부산광역시 금정구 ,"224,173","107,827",          2.08,"109,562","114,611",          0.96
2641051000,부산광역시 금정구 서제1동,"5,139","3,110",          1.65,"2,657","2,482",          1.07
2641052000,부산광역시 금정구 서제2동,"9,051","4,926",          1.84,"4,523","4,528",          1.00
2641053000,부산광역시 금정구 서제3동,"11,012","5,911",          1.86,"5,503","5,509",          1.00
2641055500,부산광역시 금정구 금사회동동,"7,732","4,172",          1.85,"4,066","3,666",          1.11
2641057000,부산광역시 금정구 부곡제1동,"8,162","4,456",          1.83,"3,944","4,218",          0.94
2641058000,부산광역시 금정구 부곡제2동,"17,820","7,970",          2.24,"8,498","9,322",          0.91
2641059000,부산광역시 금정구 부곡제3동,"15,527","6,860",          2.26,"7,449","8,078",          0.92
2641059100,부산광역시 금정구 부곡제4동,"12,554","6,084",          2.06,"6,049","6,505",          0.93
2641060000,부산광역시 금정구 장전제1동,"17,976","11,036",          1.63,"9,363","8,613",          1.09
2641061000,부산광역시 금정구 장전제2동,"26,251","11,661",          2.25,"12,677","13,574",          0.93
2641063500,부산광역시 금정구 선두구동,"2,294","1,268",          1.81,"1,215","1,079",          1.13
2641066500,부산광역시 금정구 청룡노포동,"9,717","4,426",          2.20,"4,742","4,975",          0.95
2641067000,부산광역시 금정구 남산동,"28,052","14,110",          1.99,"13,689","14,363",          0.95
2641068000,부산광역시 금정구 구서제1동,"19,430","8,046",          2.41,"9,182","10,248",          0.90
2641069000,부산광역시 금정구 구서제2동,"32,446","13,323",          2.44,"15,523","16,923",          0.92
2641070000,부산광역시 금정구 금성동,"1,010",468,          2.16,482,528,          0.91
2644000000,부산광역시 강서구 ,"144,047","62,674",          2.30,"74,626","69,421",          1.07
2644051000,부산광역시 강서구 대저1동,"6,417","3,709",          1.73,"3,530","2,887",          1.22
2644052000,부산광역시 강서구 대저2동,"7,033","3,734",          1.88,"3,966","3,067",          1.29
2644053000,부산광역시 강서구 강동동,"4,179","2,543",          1.64,"2,234","1,945",          1.15
2644053500,부산광역시 강서구 명지1동,"53,827","21,193",          2.54,"26,999","26,828",          1.01
2644054500,부산광역시 강서구 명지2동,"30,326","10,370",          2.92,"15,137","15,189",          1.00
2644055000,부산광역시 강서구 가락동,"2,312","1,350",          1.71,"1,239","1,073",          1.15
2644056000,부산광역시 강서구 녹산동,"35,872","17,217",          2.08,"19,363","16,509",          1.17
2644058000,부산광역시 강서구 가덕도동,"4,081","2,558",          1.60,"2,158","1,923",          1.12
2647000000,부산광역시 연제구 ,"206,145","94,167",          2.19,"99,094","107,051",          0.93
2647061000,부산광역시 연제구 거제제1동,"28,662","11,307",          2.53,"13,814","14,848",          0.93
2647062000,부산광역시 연제구 거제제2동,"11,986","4,489",          2.67,"5,700","6,286",          0.91
2647063000,부산광역시 연제구 거제제3동,"9,829","4,701",          2.09,"4,649","5,180",          0.90
2647064000,부산광역시 연제구 거제제4동,"10,221","4,128",          2.48,"5,006","5,215",          0.96
2647065000,부산광역시 연제구 연산제1동,"16,700","7,209",          2.32,"8,138","8,562",          0.95
2647066000,부산광역시 연제구 연산제2동,"20,191","9,064",          2.23,"9,680","10,511",          0.92
2647067000,부산광역시 연제구 연산제3동,"10,942","5,291",          2.07,"5,297","5,645",          0.94
2647068000,부산광역시 연제구 연산제4동,"15,965","8,610",          1.85,"7,680","8,285",          0.93
2647069000,부산광역시 연제구 연산제5동,"16,587","10,315",          1.61,"7,909","8,678",          0.91
2647070000,부산광역시 연제구 연산제6동,"16,551","8,211",          2.02,"7,954","8,597",          0.93
2647072000,부산광역시 연제구 연산제8동,"13,895","6,186",          2.25,"6,780","7,115",          0.95
2647073000,부산광역시 연제구 연산제9동,"34,616","14,656",          2.36,"16,487","18,129",          0.91
2650000000,부산광역시 수영구 ,"174,739","86,992",          2.01,"82,321","92,418",          0.89
2650066000,부산광역시 수영구 남천제1동,"13,865","6,465",          2.14,"6,368","7,497",          0.85
2650067000,부산광역시 수영구 남천제2동,"11,978","4,912",          2.44,"5,596","6,382",          0.88
2650073000,부산광역시 수영구 수영동,"14,533","7,877",          1.84,"6,959","7,574",          0.92
2650074000,부산광역시 수영구 망미제1동,"27,260","12,491",          2.18,"12,985","14,275",          0.91
2650075000,부산광역시 수영구 망미제2동,"10,512","4,901",          2.14,"5,177","5,335",          0.97
2650076000,부산광역시 수영구 광안제1동,"25,857","14,498",          1.78,"12,020","13,837",          0.87
2650077000,부산광역시 수영구 광안제2동,"18,875","9,918",          1.90,"8,750","10,125",          0.86
2650078000,부산광역시 수영구 광안제3동,"9,642","6,126",          1.57,"4,527","5,115",          0.89
2650079000,부산광역시 수영구 광안제4동,"13,747","6,368",          2.16,"6,222","7,525",          0.83
2650080000,부산광역시 수영구 민락동,"28,470","13,436",          2.12,"13,717","14,753",          0.93
2653000000,부산광역시 사상구 ,"205,765","98,741",          2.08,"103,672","102,093",          1.02
2653058000,부산광역시 사상구 삼락동,"5,681","3,104",          1.83,"3,022","2,659",          1.14
2653059100,부산광역시 사상구 모라제1동,"27,780","12,530",          2.22,"13,873","13,907",          1.00
2653059300,부산광역시 사상구 모라제3동,"10,117","6,610",          1.53,"4,820","5,297",          0.91
2653060000,부산광역시 사상구 덕포제1동,"8,569","4,255",          2.01,"4,368","4,201",          1.04
2653061000,부산광역시 사상구 덕포제2동,"12,731","5,747",          2.22,"6,430","6,301",          1.02
2653062000,부산광역시 사상구 괘법동,"22,648","13,205",          1.72,"11,713","10,935",          1.07
2653064500,부산광역시 사상구 감전동,"13,134","7,218",          1.82,"6,941","6,193",          1.12
2653065000,부산광역시 사상구 주례제1동,"14,944","6,406",          2.33,"7,637","7,307",          1.05
2653066000,부산광역시 사상구 주례제2동,"22,834","11,354",          2.01,"11,446","11,388",          1.01
2653066100,부산광역시 사상구 주례제3동,"12,959","5,707",          2.27,"6,332","6,627",          0.96
2653067000,부산광역시 사상구 학장동,"27,916","12,157",          2.30,"13,883","14,033",          0.99
2653068000,부산광역시 사상구 엄궁동,"26,452","10,448",          2.53,"13,207","13,245",          1.00
2671000000,부산광역시 기장군 ,"177,536","77,954",          2.28,"87,931","89,605",          0.98
2671025000,부산광역시 기장군 기장읍,"52,218","25,672",          2.03,"25,433","26,785",          0.95
2671025300,부산광역시 기장군 장안읍,"8,457","4,708",          1.80,"4,580","3,877",          1.18
2671025600,부산광역시 기장군 정관읍,"81,429","32,032",          2.54,"40,289","41,140",          0.98
2671025900,부산광역시 기장군 일광읍,"27,610","11,648",          2.37,"13,641","13,969",          0.98
2671033000,부산광역시 기장군 철마면,"7,822","3,894",          2.01,"3,988","3,834",          1.04
2700000000,대구광역시  ,"2,375,306","1,070,705",          2.22,"1,169,571","1,205,735",          0.97
2711000000,대구광역시 중구 ,"78,984","40,377",          1.96,"37,920","41,064",          0.92
2711051700,대구광역시 중구 동인동,"7,825","4,752",          1.65,"3,917","3,908",          1.00
2711054500,대구광역시 중구 삼덕동,"6,473","4,111",          1.57,"3,063","3,410",          0.90
2711056500,대구광역시 중구 성내1동,"4,870","3,432",          1.42,"2,321","2,549",          0.91
2711057500,대구광역시 중구 성내2동,"4,471","2,936",          1.52,"2,241","2,230",          1.00
2711058500,대구광역시 중구 성내3동,"4,677","2,258",          2.07,"2,345","2,332",          1.01
2711059500,대구광역시 중구 대신동,"7,671","3,262",          2.35,"3,730","3,941",          0.95
2711064000,대구광역시 중구 남산1동,"4,592","2,631",          1.75,"2,221","2,371",          0.94
2711065000,대구광역시 중구 남산2동,"6,685","3,091",          2.16,"3,171","3,514",          0.90
2711066000,대구광역시 중구 남산3동,"6,553","2,909",          2.25,"3,033","3,520",          0.86
2711067000,대구광역시 중구 남산4동,"13,979","5,890",          2.37,"6,563","7,416",          0.88
2711068000,대구광역시 중구 대봉1동,"6,709","3,030",          2.21,"3,127","3,582",          0.87
2711069000,대구광역시 중구 대봉2동,"4,479","2,075",          2.16,"2,188","2,291",          0.96
2714000000,대구광역시 동구 ,"341,126","159,570",          2.14,"167,608","173,518",          0.97
2714051000,대구광역시 동구 신암1동,"8,998","4,634",          1.94,"4,502","4,496",          1.00
2714052000,대구광역시 동구 신암2동,"10,272","4,463",          2.30,"4,867","5,405",          0.90
2714053000,대구광역시 동구 신암3동,"11,564","5,088",          2.27,"5,656","5,908",          0.96
2714054000,대구광역시 동구 신암4동,"11,328","6,330",          1.79,"5,680","5,648",          1.01
2714054100,대구광역시 동구 신암5동,"6,232","3,153",          1.98,"2,941","3,291",          0.89
2714055500,대구광역시 동구 신천1.2동,"12,710","6,111",          2.08,"6,004","6,706",          0.90
2714057000,대구광역시 동구 신천3동,"12,657","5,622",          2.25,"6,262","6,395",          0.98
2714058000,대구광역시 동구 신천4동,"8,420","5,138",          1.64,"4,168","4,252",          0.98
2714059000,대구광역시 동구 효목1동,"13,477","7,029",          1.92,"6,670","6,807",          0.98
2714060000,대구광역시 동구 효목2동,"13,047","6,421",          2.03,"6,227","6,820",          0.91
2714061500,대구광역시 동구 도평동,"3,976","2,073",          1.92,"2,128","1,848",          1.15
2714062000,대구광역시 동구 불로.봉무동,"21,091","8,783",          2.40,"10,363","10,728",          0.97
2714064000,대구광역시 동구 지저동,"14,342","6,966",          2.06,"7,159","7,183",          1.00
2714065500,대구광역시 동구 동촌동,"15,538","7,873",          1.97,"7,820","7,718",          1.01
2714067000,대구광역시 동구 방촌동,"18,681","8,418",          2.22,"8,987","9,694",          0.93
2714068500,대구광역시 동구 해안동,"15,018","7,256",          2.07,"7,528","7,490",          1.01
2714072000,대구광역시 동구 안심1동,"41,847","19,968",          2.10,"20,441","21,406",          0.95
2714073000,대구광역시 동구 안심2동,"10,906","4,973",          2.19,"5,440","5,466",          1.00
2714074200,대구광역시 동구 안심3동,"22,001","8,717",          2.52,"10,679","11,322",          0.94
2714074700,대구광역시 동구 안심4동,"28,696","11,874",          2.42,"14,200","14,496",          0.98
2714075500,대구광역시 동구 혁신동,"18,691","8,755",          2.13,"9,267","9,424",          0.98
2714076000,대구광역시 동구 공산동,"21,634","9,925",          2.18,"10,619","11,015",          0.96
2717000000,대구광역시 서구 ,"161,542","81,622",          1.98,"80,623","80,919",          1.00
2717051000,대구광역시 서구 내당1동,"8,424","4,265",          1.98,"4,158","4,266",          0.97
2717052500,대구광역시 서구 내당2.3동,"9,534","5,006",          1.90,"4,590","4,944",          0.93
2717054000,대구광역시 서구 내당4동,"16,302","8,060",          2.02,"7,837","8,465",          0.93
2717055000,대구광역시 서구 비산1동,"9,528","4,920",          1.94,"4,856","4,672",          1.04
2717056500,대구광역시 서구 비산2.3동,"9,114","5,059",          1.80,"4,484","4,630",          0.97
2717058000,대구광역시 서구 비산4동,"9,635","4,736",          2.03,"4,698","4,937",          0.95
2717059000,대구광역시 서구 비산5동,"5,974","3,370",          1.77,"3,048","2,926",          1.04
2717060000,대구광역시 서구 비산6동,"7,486","3,770",          1.99,"3,685","3,801",          0.97
2717061000,대구광역시 서구 비산7동,"9,801","5,556",          1.76,"5,189","4,612",          1.13
2717062000,대구광역시 서구 평리1동,"7,670","3,971",          1.93,"3,853","3,817",          1.01
2717063000,대구광역시 서구 평리2동,"7,909","3,615",          2.19,"3,842","4,067",          0.94
